CDS_ID	length_bps
CDS_14089	252
CDS_14090	264
CDS_14091	213
CDS_14092	210
CDS_14094	198
CDS_14099	1251
CDS_14101	357
CDS_14102	891
CDS_14103	1080
CDS_14104	639
CDS_14105	312
CDS_14106	429
CDS_14107	246
CDS_14108	642
CDS_14109	138
CDS_14110	96
CDS_14112	1116
CDS_14113	1167
CDS_14114	129
CDS_14117	699
CDS_14121	207
CDS_14122	252
CDS_14123	402
CDS_14124	231
CDS_14127	1506
CDS_14133	966
CDS_14136	363
CDS_14137	360
CDS_14138	879
CDS_14141	1851
CDS_14147	438
CDS_14148	492
CDS_14149	387
CDS_14150	714
CDS_14151	225
CDS_14154	573
CDS_14156	975
CDS_14157	384
CDS_14160	279
CDS_14161	1410
CDS_14162	555
CDS_14163	105
CDS_14167	648
CDS_14168	624
CDS_14169	1170
CDS_14183	732
CDS_14186	639
CDS_14194	936
CDS_14195	222
CDS_14196	339
CDS_14199	495
CDS_14217	555
CDS_14220	573
CDS_14221	540
CDS_14222	510
CDS_14228	177
CDS_14229	654
CDS_14232	216
CDS_14235	330
CDS_14243	285
CDS_14245	123
CDS_14253	210
CDS_14258	402
CDS_14260	261
CDS_14261	222
CDS_14268	210
CDS_14269	246
CDS_14272	381
CDS_14274	222
CDS_14275	327
CDS_14277	213
CDS_14282	216
CDS_14283	306
CDS_14288	282
CDS_14300	324
CDS_14301	258
CDS_14303	378
CDS_14304	201
CDS_14307	225
CDS_14311	321
CDS_14313	258
CDS_14321	267
CDS_14323	279
CDS_14324	234
CDS_14329	336
CDS_14330	477
CDS_14332	306
CDS_14333	174
CDS_14334	498
CDS_14337	198
CDS_14345	261
CDS_14348	552
CDS_14354	279
CDS_14360	225
CDS_14362	1080
CDS_14368	669
CDS_14372	267
CDS_14375	441
CDS_14379	384
CDS_14383	288
CDS_14384	279
CDS_14387	237
CDS_14391	201
CDS_14396	183
CDS_14400	933
CDS_14401	441
CDS_14402	72
CDS_14409	459
CDS_14411	204
CDS_14414	288
CDS_14415	381
CDS_14417	294
CDS_14420	162
CDS_14421	867
CDS_14426	765
CDS_14427	216
CDS_14428	225
CDS_14430	906
CDS_14432	324
CDS_14433	204
CDS_14435	327
CDS_14449	435
CDS_14451	225
CDS_14453	216
CDS_14454	315
CDS_14455	270
CDS_14456	171
CDS_14464	351
CDS_14468	258
CDS_14472	360
CDS_14477	387
CDS_14478	345
CDS_14479	213
CDS_14481	243
CDS_14484	294
CDS_14486	372
CDS_14487	486
CDS_14490	291
CDS_14491	171
CDS_14493	261
CDS_14494	339
CDS_14495	228
CDS_14496	759
CDS_14497	201
CDS_14498	171
CDS_14499	399
CDS_14501	327
CDS_14503	411
CDS_14506	267
CDS_14507	393
CDS_14514	270
CDS_14518	144
CDS_14519	255
CDS_14520	255
CDS_14525	225
CDS_14530	261
CDS_14532	807
CDS_14533	189
CDS_14542	126
CDS_14544	294
CDS_14545	435
CDS_14546	408
CDS_14547	549
CDS_14549	201
CDS_14550	330
CDS_14558	375
CDS_14559	468
CDS_14560	189
CDS_14561	264
CDS_14563	651
CDS_14565	354
CDS_14567	330
CDS_14572	81
CDS_14574	873
CDS_14575	807
CDS_14576	258
CDS_14579	594
CDS_14582	825
CDS_14583	246
CDS_14586	279
CDS_14587	201
CDS_14588	396
CDS_14590	225
CDS_14594	249
CDS_14595	471
CDS_14596	222
CDS_14597	324
CDS_14599	258
CDS_14601	351
CDS_14602	423
CDS_14603	315
CDS_14604	231
CDS_14605	303
CDS_14606	333
CDS_14607	165
CDS_14614	354
CDS_14615	237
CDS_14619	258
CDS_14622	117
CDS_14626	204
CDS_14628	333
CDS_14646	411
CDS_14658	492
CDS_14659	306
CDS_14660	384
CDS_14662	531
CDS_14663	249
CDS_14668	447
CDS_14675	243
CDS_14677	261
CDS_14682	243
CDS_14683	258
CDS_14687	522
CDS_14688	558
CDS_14704	537
CDS_14708	351
CDS_14709	978
CDS_14711	201
CDS_14714	387
CDS_14716	189
CDS_14717	237
CDS_14718	411
CDS_14720	198
CDS_14722	408
CDS_14727	399
CDS_14731	246
CDS_14735	309
CDS_14738	525
CDS_14739	231
CDS_14740	384
CDS_14743	180
CDS_14744	219
CDS_14749	195
CDS_14750	201
CDS_14754	207
CDS_14758	207
CDS_14761	369
CDS_14762	246
CDS_14763	225
CDS_14767	201
CDS_14768	198
CDS_14769	246
CDS_14775	207
CDS_14778	240
CDS_14779	273
CDS_14781	207
CDS_14782	216
CDS_14788	168
CDS_14790	888
CDS_14795	429
CDS_14796	246
CDS_14800	432
CDS_14801	423
CDS_14802	276
CDS_14804	201
CDS_14805	267
CDS_14807	333
CDS_14808	1440
CDS_14810	603
CDS_14812	300
CDS_14813	447
CDS_14814	732
CDS_14815	1080
CDS_14816	219
CDS_14818	573
CDS_14819	1296
CDS_14820	318
CDS_14821	258
CDS_14825	648
CDS_14826	174
CDS_14827	702
CDS_14830	273
CDS_14832	222
CDS_14833	186
CDS_14837	417
CDS_14838	240
CDS_14840	300
CDS_14842	360
CDS_14845	171
CDS_14846	213
CDS_14847	393
CDS_14851	195
CDS_14854	147
CDS_14855	216
CDS_14857	267
CDS_14858	429
CDS_14864	510
CDS_14866	204
CDS_14868	309
CDS_14875	222
CDS_14879	405
CDS_14880	255
CDS_14883	159
CDS_14884	432
CDS_14887	1005
CDS_14888	297
CDS_14893	249
CDS_14897	327
CDS_14899	312
CDS_14900	471
CDS_14903	429
CDS_14906	399
CDS_14907	264
CDS_14911	324
CDS_14912	258
CDS_14913	291
CDS_14919	201
CDS_14920	432
CDS_14924	204
CDS_14925	228
CDS_14926	303
CDS_14929	357
CDS_14931	324
CDS_14934	177
CDS_14937	294
CDS_14938	345
CDS_14941	327
CDS_14947	156
CDS_14959	210
CDS_14961	237
CDS_14963	204
CDS_14964	546
CDS_14966	252
CDS_14967	204
CDS_14968	462
CDS_14969	339
CDS_14972	303
CDS_14974	327
CDS_14975	258
CDS_14976	222
CDS_14978	294
CDS_14985	357
CDS_14986	261
CDS_14988	387
CDS_14989	288
CDS_14990	465
CDS_14991	216
CDS_14993	492
CDS_14996	498
CDS_14999	210
CDS_15006	207
CDS_15007	291
CDS_15016	267
CDS_15025	324
CDS_15026	228
CDS_15027	330
CDS_15030	240
CDS_15031	378
CDS_15035	219
CDS_15036	114
CDS_15038	384
CDS_15040	243
CDS_15041	204
CDS_15048	228
CDS_15049	264
CDS_15050	495
CDS_15053	216
CDS_15056	228
CDS_15057	270
CDS_15060	204
CDS_15061	768
CDS_15062	303
CDS_15063	333
CDS_15065	207
CDS_15071	195
CDS_15073	207
CDS_15074	225
CDS_15075	219
CDS_15077	219
CDS_15078	267
CDS_15081	144
CDS_15083	405
CDS_15085	384
CDS_15092	228
CDS_15095	234
CDS_15096	285
CDS_15100	459
CDS_15103	204
CDS_15105	246
CDS_15106	243
CDS_15111	579
CDS_15115	288
CDS_15117	225
CDS_15118	318
CDS_15119	213
CDS_15121	510
CDS_15127	342
CDS_15128	132
CDS_15129	279
CDS_15130	207
CDS_15131	207
CDS_15132	399
CDS_15136	276
CDS_15137	300
CDS_15141	240
CDS_15143	201
CDS_15144	204
CDS_15148	282
CDS_15149	438
CDS_15151	312
CDS_15155	240
CDS_15158	282
CDS_15161	273
CDS_15167	252
CDS_15168	315
CDS_15169	303
CDS_15172	288
CDS_15174	126
CDS_15175	363
CDS_15177	354
CDS_15179	201
CDS_15181	162
CDS_15183	201
CDS_15184	531
CDS_15186	351
CDS_15187	495
CDS_15191	537
CDS_15192	495
CDS_15193	252
CDS_15195	273
CDS_15204	201
CDS_15207	210
CDS_15208	201
CDS_15210	216
CDS_15211	231
CDS_15212	1302
CDS_15213	969
CDS_15214	216
CDS_15216	393
CDS_15222	1626
CDS_15223	702
CDS_15228	657
CDS_15229	2046
CDS_15230	732
CDS_15231	333
CDS_15235	366
CDS_15236	378
CDS_15237	621
CDS_15238	1755
CDS_15239	1005
CDS_15242	243
CDS_15243	1299
CDS_15245	756
CDS_15246	1098
CDS_15247	264
CDS_15248	618
CDS_15252	261
CDS_15253	321
CDS_15254	507
CDS_15255	1182
CDS_15256	336
CDS_15257	390
CDS_15258	747
CDS_15259	213
CDS_15261	279
CDS_15262	1200
CDS_15263	411
CDS_15264	483
CDS_15268	381
CDS_15269	876
CDS_15271	477
CDS_15274	213
CDS_15275	528
CDS_15276	249
CDS_15277	324
CDS_15278	273
CDS_15279	768
CDS_15281	243
CDS_15282	270
CDS_15283	501
CDS_15284	390
CDS_15285	369
CDS_15286	1512
CDS_15287	324
CDS_15288	369
CDS_15289	1086
CDS_15292	783
CDS_15293	699
CDS_15296	936
CDS_15297	468
CDS_15301	1815
CDS_15302	894
CDS_15303	243
CDS_15310	1155
CDS_15311	990
CDS_15312	150
CDS_15313	495
CDS_15314	222
CDS_15315	318
CDS_15318	258
CDS_15319	333
CDS_15320	987
CDS_15321	225
CDS_15328	654
CDS_15329	564
CDS_15335	894
CDS_15336	1893
CDS_15337	714
CDS_15339	1029
CDS_15340	477
CDS_15341	621
CDS_15343	237
CDS_15344	381
CDS_15345	234
CDS_15346	1518
CDS_15351	1389
CDS_15352	357
CDS_15355	474
CDS_15357	195
CDS_15358	480
CDS_15359	483
CDS_15366	288
CDS_15367	1062
CDS_15368	465
CDS_15369	546
CDS_15372	141
CDS_15373	537
CDS_15374	1278
CDS_15375	396
CDS_15376	318
CDS_15377	312
CDS_15380	510
CDS_15384	363
CDS_15386	3528
CDS_15395	195
CDS_15396	1110
CDS_15397	402
CDS_15398	846
CDS_15403	396
CDS_15404	300
CDS_15405	219
CDS_15408	237
CDS_15410	1404
CDS_15411	1686
CDS_15415	546
CDS_15416	486
CDS_15417	195
CDS_15420	285
CDS_15422	609
CDS_15423	486
CDS_15424	276
CDS_15425	417
CDS_15426	351
CDS_15431	762
CDS_15434	246
CDS_15436	429
CDS_15437	228
CDS_15440	357
CDS_15441	1119
CDS_15442	600
CDS_15444	246
CDS_15446	405
CDS_15447	1026
CDS_15448	234
CDS_15449	411
CDS_15453	240
CDS_15454	627
CDS_15456	384
CDS_15457	222
CDS_15461	1887
CDS_15462	201
CDS_15467	429
CDS_15468	213
CDS_15474	294
CDS_15475	252
CDS_15476	537
CDS_15477	663
CDS_15481	543
CDS_15485	333
CDS_15486	675
CDS_15488	540
CDS_15489	312
CDS_15492	381
CDS_15494	573
CDS_15498	219
CDS_15502	756
CDS_15503	360
CDS_15510	612
CDS_15511	381
CDS_15514	243
CDS_15516	528
CDS_15519	627
CDS_15520	981
CDS_15525	843
CDS_15526	234
CDS_15527	228
CDS_15528	243
CDS_15531	564
CDS_15533	261
CDS_15539	258
CDS_15540	273
CDS_15542	195
CDS_15543	294
CDS_15544	360
CDS_15548	246
CDS_15549	327
CDS_15550	396
CDS_15551	330
CDS_15558	213
CDS_15559	498
CDS_15561	243
CDS_15568	255
CDS_15574	291
CDS_15581	537
CDS_15582	363
CDS_15583	333
CDS_15584	426
CDS_15587	285
CDS_15591	444
CDS_15593	357
CDS_15594	498
CDS_15599	540
CDS_15600	402
CDS_15602	561
CDS_15603	534
CDS_15604	591
CDS_15606	276
CDS_15607	228
CDS_15610	177
CDS_15613	165
CDS_15615	975
CDS_15617	201
CDS_15618	1050
CDS_15622	153
CDS_15633	180
CDS_15634	378
CDS_15635	213
CDS_15637	114
CDS_15639	351
CDS_15642	630
CDS_15643	213
CDS_15648	231
CDS_15652	423
CDS_15654	354
CDS_15656	87
CDS_15657	258
CDS_15662	723
CDS_15664	399
CDS_15666	309
CDS_15667	360
CDS_15668	648
CDS_15670	246
CDS_15673	363
CDS_15677	327
CDS_15678	873
CDS_15679	354
CDS_15680	603
CDS_15681	345
CDS_15683	678
CDS_15684	417
CDS_15686	471
CDS_15690	243
CDS_15693	279
CDS_15694	186
CDS_15695	270
CDS_15698	267
CDS_15702	270
CDS_15703	309
CDS_15712	219
CDS_15713	537
CDS_15716	204
CDS_15721	339
CDS_15722	405
CDS_15723	120
CDS_15726	192
CDS_15728	237
CDS_15730	411
CDS_15733	216
CDS_15738	372
CDS_15740	240
CDS_15741	108
CDS_15742	255
CDS_15745	288
CDS_15746	330
CDS_15753	399
CDS_15760	204
CDS_15767	606
CDS_15769	549
CDS_15770	369
CDS_15771	378
CDS_15783	165
CDS_15794	396
CDS_15802	471
CDS_15803	495
CDS_15804	573
CDS_15805	258
CDS_15806	375
CDS_15807	261
CDS_15810	405
CDS_15811	909
CDS_15812	210
CDS_15813	246
CDS_15815	285
CDS_15818	276
CDS_15829	540
CDS_15830	105
CDS_15831	573
CDS_15837	336
CDS_15838	387
CDS_15840	207
CDS_15843	795
CDS_15845	771
CDS_15846	321
CDS_15849	2985
CDS_15851	630
CDS_15852	873
CDS_15855	576
CDS_15856	873
CDS_15857	183
CDS_15858	273
CDS_15859	384
CDS_15864	471
CDS_15865	249
CDS_15867	207
CDS_15869	306
CDS_15873	201
CDS_15875	438
CDS_15876	270
CDS_15878	342
CDS_15881	324
CDS_15889	495
CDS_15892	198
CDS_15893	219
CDS_15896	276
CDS_15898	636
CDS_15905	279
CDS_15906	309
CDS_15911	294
CDS_15912	315
CDS_15914	420
CDS_15920	330
CDS_15923	363
CDS_15924	300
CDS_15931	261
CDS_15932	486
CDS_15943	288
CDS_15944	96
CDS_15946	243
CDS_15947	594
CDS_15948	474
CDS_15953	216
CDS_15955	564
CDS_15964	471
CDS_15965	456
CDS_15970	282
CDS_15975	207
CDS_15976	231
CDS_15977	435
CDS_15981	288
CDS_15982	222
CDS_15983	393
CDS_15985	267
CDS_15986	72
CDS_15988	252
CDS_15989	312
CDS_15990	213
CDS_15992	213
CDS_15995	354
CDS_15996	267
CDS_15998	222
CDS_16007	222
CDS_16009	99
CDS_16010	150
CDS_16011	267
CDS_16012	246
CDS_16013	135
CDS_16014	288
CDS_16018	516
CDS_16019	264
CDS_16020	219
CDS_16023	768
CDS_16027	585
CDS_16032	390
CDS_16038	240
CDS_16040	477
CDS_16041	225
CDS_16042	231
CDS_16043	210
CDS_16044	375
CDS_16047	231
CDS_16048	108
CDS_16052	252
CDS_16054	303
CDS_16056	408
CDS_16059	162
CDS_16061	486
CDS_16063	504
CDS_16064	543
CDS_16068	297
CDS_16069	219
CDS_16070	225
CDS_16072	561
CDS_16077	237
CDS_16080	246
CDS_16084	1737
CDS_16085	417
CDS_16097	885
CDS_16121	861
CDS_16122	156
CDS_16123	246
CDS_16124	1626
CDS_16125	432
CDS_16126	408
CDS_16128	618
CDS_16129	315
CDS_16130	1062
CDS_16131	759
CDS_16132	591
CDS_16133	783
CDS_16134	426
CDS_16135	252
CDS_16136	360
CDS_16137	1782
CDS_16138	1032
CDS_16139	318
CDS_16140	354
CDS_16141	876
CDS_16142	618
CDS_16143	738
CDS_16145	210
CDS_16149	1437
CDS_16150	1836
CDS_16151	258
CDS_16152	450
CDS_16153	147
CDS_16154	213
CDS_16156	690
CDS_16157	507
CDS_16158	459
CDS_16160	228
CDS_16161	645
CDS_16162	231
CDS_16163	468
CDS_16164	1206
CDS_16165	351
CDS_16166	630
CDS_16167	756
CDS_16168	726
CDS_16169	387
CDS_16170	897
CDS_16173	1413
CDS_16174	237
CDS_16175	183
CDS_16176	546
CDS_16177	462
CDS_16178	1281
CDS_16179	540
CDS_16180	258
CDS_16181	1257
CDS_16183	1098
CDS_16190	4713
CDS_16195	957
CDS_16196	1236
CDS_16197	333
CDS_16198	201
CDS_16199	1098
CDS_16200	387
CDS_16202	1065
CDS_16205	285
CDS_16206	648
CDS_16207	1884
CDS_16208	669
CDS_16211	309
CDS_16213	1911
CDS_16214	336
CDS_16217	894
CDS_16224	1536
CDS_16228	510
CDS_16229	468
CDS_16230	1737
CDS_16231	102
CDS_16239	519
CDS_16240	384
CDS_16242	555
CDS_16243	507
CDS_16244	879
CDS_16245	1089
CDS_16248	1353
CDS_16249	618
CDS_16250	756
CDS_16251	1029
CDS_16252	1053
CDS_16257	777
CDS_16258	390
CDS_16259	1419
CDS_16260	909
CDS_16261	468
CDS_16264	1152
CDS_16267	231
CDS_16271	207
CDS_16272	300
CDS_16273	393
CDS_16275	162
CDS_16276	222
CDS_16278	717
CDS_16279	1131
CDS_16282	366
CDS_16283	252
CDS_16285	879
CDS_16288	387
CDS_16289	312
CDS_16290	177
CDS_16292	618
CDS_16294	492
CDS_16296	279
CDS_16299	438
CDS_16301	477
CDS_16303	366
CDS_16304	426
CDS_16309	975
CDS_16314	306
CDS_16315	468
CDS_16318	294
CDS_16322	228
CDS_16323	294
CDS_16325	564
CDS_16327	324
CDS_16328	309
CDS_16329	285
CDS_16330	1137
CDS_16331	738
CDS_16332	672
CDS_16337	183
CDS_16338	444
CDS_16341	564
CDS_16342	414
CDS_16347	309
CDS_16348	297
CDS_16350	288
CDS_16353	534
CDS_16354	384
CDS_16356	87
CDS_16357	525
CDS_16358	252
CDS_16359	444
CDS_16360	441
CDS_16361	513
CDS_16362	1062
CDS_16363	531
CDS_16364	306
CDS_16367	201
CDS_16369	585
CDS_16376	294
CDS_16378	264
CDS_16379	555
CDS_16380	375
CDS_16381	231
CDS_16382	303
CDS_16383	297
CDS_16385	423
CDS_16386	1119
CDS_16387	513
CDS_16388	264
CDS_16389	312
CDS_16393	738
CDS_16394	687
CDS_16395	330
CDS_16396	741
CDS_16397	699
CDS_16398	219
CDS_16403	264
CDS_16404	474
CDS_16409	585
CDS_16410	1860
CDS_16411	456
CDS_16417	492
CDS_16418	258
CDS_16419	498
CDS_16424	369
CDS_16425	450
CDS_16426	483
CDS_16430	345
CDS_16431	771
CDS_16435	636
CDS_16436	405
CDS_16442	246
CDS_16443	681
CDS_16444	276
CDS_16446	231
CDS_16454	276
CDS_16458	171
CDS_16464	285
CDS_16481	276
CDS_16482	483
CDS_16486	252
CDS_16487	966
CDS_16490	1170
CDS_16491	357
CDS_16495	306
CDS_16498	588
CDS_16499	432
CDS_16503	207
CDS_16505	306
CDS_16508	465
CDS_16509	345
CDS_16510	264
CDS_16512	198
CDS_16517	249
CDS_16520	114
CDS_16523	120
CDS_16524	372
CDS_16525	375
CDS_16526	249
CDS_16527	213
CDS_16530	189
CDS_16534	243
CDS_16536	579
CDS_16537	309
CDS_16538	450
CDS_16540	996
CDS_16541	267
CDS_16544	327
CDS_16546	366
CDS_16547	174
CDS_16548	1827
CDS_16552	246
CDS_16556	354
CDS_16559	294
CDS_16561	246
CDS_16562	375
CDS_16563	135
CDS_16564	147
CDS_16566	720
CDS_16571	525
CDS_16572	942
CDS_16573	732
CDS_16576	276
CDS_16577	336
CDS_16579	492
CDS_16580	411
CDS_16581	864
CDS_16584	240
CDS_16586	309
CDS_16590	243
CDS_16591	393
CDS_16594	330
CDS_16595	237
CDS_16597	291
CDS_16608	1131
CDS_16610	303
CDS_16611	312
CDS_16614	1209
CDS_16615	498
CDS_16619	213
CDS_16620	270
CDS_16622	312
CDS_16623	228
CDS_16627	234
CDS_16628	249
CDS_16634	282
CDS_16636	1464
CDS_16639	387
CDS_16642	753
CDS_16645	126
CDS_16648	336
CDS_16654	165
CDS_16655	549
CDS_16656	279
CDS_16658	393
CDS_16661	426
CDS_16672	177
CDS_16678	141
CDS_16679	306
CDS_16692	672
CDS_16695	456
CDS_16696	807
CDS_16702	312
CDS_16703	282
CDS_16704	468
CDS_16705	84
CDS_16709	177
CDS_16712	288
CDS_16714	177
CDS_16715	717
CDS_16717	852
CDS_16718	312
CDS_16719	510
CDS_16720	348
CDS_16721	252
CDS_16723	282
CDS_16724	216
CDS_16728	189
CDS_16730	387
CDS_16731	291
CDS_16734	480
CDS_16739	849
CDS_16740	306
CDS_16741	327
CDS_16742	255
CDS_16743	831
CDS_16745	504
CDS_16752	267
CDS_16764	303
CDS_16767	243
CDS_16769	225
CDS_16774	498
CDS_16777	261
CDS_16779	213
CDS_16781	735
CDS_16782	420
CDS_16783	234
CDS_16786	489
CDS_16797	294
CDS_16802	249
CDS_16803	318
CDS_16806	288
CDS_16807	219
CDS_16810	213
CDS_16811	318
CDS_16812	171
CDS_16814	285
CDS_16817	201
CDS_16823	114
CDS_16825	222
CDS_16829	204
CDS_16832	591
CDS_16833	570
CDS_16834	594
CDS_16835	261
CDS_16836	372
CDS_16837	285
CDS_16839	90
CDS_16840	786
CDS_16843	903
CDS_16844	219
CDS_16845	195
CDS_16846	198
CDS_16847	213
CDS_16848	468
CDS_16851	240
CDS_16852	81
CDS_16853	513
CDS_16854	183
CDS_16859	312
CDS_16860	201
CDS_16864	180
CDS_16868	387
CDS_16869	339
CDS_16870	705
CDS_16873	1047
CDS_16874	549
CDS_16875	222
CDS_16877	1083
CDS_16878	387
CDS_16880	261
CDS_16881	471
CDS_16882	372
CDS_16883	225
CDS_16885	309
CDS_16886	219
CDS_16887	267
CDS_16890	219
CDS_16892	171
CDS_16893	342
CDS_16895	1557
CDS_16903	573
CDS_16904	270
CDS_16907	210
CDS_16909	489
CDS_16910	270
CDS_16911	234
CDS_16916	213
CDS_16917	255
CDS_16919	243
CDS_16923	261
CDS_16925	330
CDS_16926	288
CDS_16927	201
CDS_16934	315
CDS_16935	240
CDS_16939	132
CDS_16941	237
CDS_16944	249
CDS_16950	315
CDS_16951	345
CDS_16952	438
CDS_16954	285
CDS_16956	255
CDS_16958	327
CDS_16962	315
CDS_16965	243
CDS_16968	258
CDS_16971	276
CDS_16976	354
CDS_16978	222
CDS_16979	285
CDS_16980	261
CDS_16984	288
CDS_16988	375
CDS_16991	207
CDS_16994	129
CDS_16995	225
CDS_16997	309
CDS_16999	210
CDS_17003	222
CDS_17006	429
CDS_17013	312
CDS_17014	204
CDS_17019	246
CDS_17026	303
CDS_17031	282
CDS_17033	405
CDS_17037	825
CDS_17038	204
CDS_17039	330
CDS_17040	399
CDS_17046	393
CDS_17051	375
CDS_17053	669
CDS_17058	495
CDS_17063	711
CDS_17064	555
CDS_17071	420
CDS_17072	732
CDS_17073	402
CDS_17075	180
CDS_17076	435
CDS_17077	309
CDS_17079	585
CDS_17080	282
CDS_17084	327
CDS_17094	336
CDS_17102	321
CDS_17104	297
CDS_17105	201
CDS_17107	480
CDS_17108	594
CDS_17122	459
CDS_17123	492
CDS_17125	417
CDS_17127	291
CDS_17131	1599
CDS_17132	381
CDS_17133	708
CDS_17134	312
CDS_17135	639
CDS_17137	552
CDS_17138	243
CDS_17141	270
CDS_17143	537
CDS_17144	513
CDS_17146	609
CDS_17147	333
CDS_17149	282
CDS_17151	390
CDS_17152	279
CDS_17153	711
CDS_17157	231
CDS_17159	228
CDS_17164	249
CDS_17170	246
CDS_17173	492
CDS_17177	228
CDS_17178	213
CDS_17186	270
CDS_17187	366
CDS_17192	204
CDS_17197	837
CDS_17199	483
CDS_17200	393
CDS_17202	612
CDS_17204	504
CDS_17207	414
CDS_17208	591
CDS_17209	327
CDS_17210	426
CDS_17216	411
CDS_17222	219
CDS_17227	237
CDS_17230	318
CDS_17231	201
CDS_17233	252
CDS_17234	543
CDS_17236	258
CDS_17237	252
CDS_17242	174
CDS_17245	294
CDS_17248	492
CDS_17249	198
CDS_17256	480
CDS_17259	201
CDS_17261	174
CDS_17262	504
CDS_17265	801
CDS_17267	693
CDS_17269	225
CDS_17272	144
CDS_17273	486
CDS_17282	681
CDS_17283	237
CDS_17287	285
CDS_17291	381
CDS_17294	195
CDS_17295	429
CDS_17296	462
CDS_17297	249
CDS_17299	789
CDS_17300	543
CDS_17301	348
CDS_17303	252
CDS_17307	399
CDS_17308	423
CDS_17317	1407
CDS_17318	234
CDS_17321	147
CDS_17323	126
CDS_17324	228
CDS_17326	210
CDS_17327	294
CDS_17330	279
CDS_17336	246
CDS_17337	369
CDS_17344	222
CDS_17348	402
CDS_17349	222
CDS_17354	453
CDS_17364	207
CDS_17375	360
CDS_17376	327
CDS_17377	984
CDS_17379	219
CDS_17381	1083
CDS_17382	480
CDS_17386	912
CDS_17387	297
CDS_17391	300
CDS_17392	1023
CDS_17394	201
CDS_17395	144
CDS_17398	339
CDS_17399	612
CDS_17402	384
CDS_17403	306
CDS_17404	408
CDS_17409	303
CDS_17410	318
CDS_17414	483
CDS_17418	423
CDS_17419	390
CDS_17420	624
CDS_17422	399
CDS_17428	498
CDS_17430	213
CDS_17431	249
CDS_17434	837
CDS_17435	558
CDS_17437	321
CDS_17438	414
CDS_17439	270
CDS_17440	768
CDS_17442	408
CDS_17444	630
CDS_17448	126
CDS_17450	297
CDS_17451	711
CDS_17457	327
CDS_17458	648
CDS_17459	402
CDS_17460	339
CDS_17478	516
CDS_17479	819
CDS_17480	651
CDS_17482	360
CDS_17483	735
CDS_17485	249
CDS_17488	354
CDS_17490	411
CDS_17497	237
CDS_17501	243
CDS_17503	207
CDS_17506	198
CDS_17508	216
CDS_17510	267
CDS_17511	333
CDS_17514	231
CDS_17516	447
CDS_17521	273
CDS_17527	258
CDS_17533	315
CDS_17538	198
CDS_17539	318
CDS_17543	267
CDS_17545	273
CDS_17546	207
CDS_17547	363
CDS_17548	432
CDS_17554	348
CDS_17559	294
CDS_17562	222
CDS_17563	444
CDS_17564	357
CDS_17566	333
CDS_17567	321
CDS_17570	159
CDS_17571	378
CDS_17574	279
CDS_17575	294
CDS_17576	210
CDS_17578	237
CDS_17582	270
CDS_17586	282
CDS_17588	429
CDS_17589	192
CDS_17590	273
CDS_17592	237
CDS_17594	468
CDS_17596	231
CDS_17601	213
CDS_17603	237
CDS_17604	234
CDS_17605	234
CDS_17610	450
CDS_17613	405
CDS_17618	354
CDS_17621	480
CDS_17624	543
CDS_17630	234
CDS_17632	219
CDS_17635	357
CDS_17636	357
CDS_17637	258
CDS_17638	303
CDS_17639	723
CDS_17644	348
CDS_17650	387
CDS_17654	420
CDS_17658	261
CDS_17665	114
CDS_17666	159
CDS_17670	258
CDS_17672	441
CDS_17673	363
CDS_17675	276
CDS_17679	486
CDS_17683	858
CDS_17692	684
CDS_17700	660
CDS_17709	378
CDS_17712	255
CDS_17714	387
CDS_17719	327
CDS_17729	246
CDS_17730	267
CDS_17731	639
CDS_17745	348
CDS_17746	540
CDS_17747	357
CDS_17748	366
CDS_17749	297
CDS_17750	210
CDS_17751	231
CDS_17762	1020
CDS_17764	618
CDS_17765	540
CDS_17766	762
CDS_17770	231
CDS_17772	345
CDS_17773	246
CDS_17779	570
CDS_17780	540
CDS_17785	495
CDS_17786	876
CDS_17787	240
CDS_17795	207
CDS_17800	471
CDS_17801	300
CDS_17802	264
CDS_17804	279
CDS_17805	381
CDS_17810	255
CDS_17814	738
CDS_17815	240
CDS_17818	222
CDS_17821	216
CDS_17822	375
CDS_17825	357
CDS_17826	249
CDS_17827	891
CDS_17829	288
CDS_17832	219
CDS_17834	657
CDS_17836	402
CDS_17838	210
CDS_17841	318
CDS_17844	318
CDS_17845	258
CDS_17855	231
CDS_17857	282
CDS_17859	324
CDS_17867	225
CDS_17871	381
CDS_17873	279
CDS_17874	306
CDS_17881	375
CDS_17883	264
CDS_17892	204
CDS_17893	1167
CDS_17894	198
CDS_17898	240
CDS_17907	252
CDS_17909	261
CDS_17913	345
CDS_17921	159
CDS_17924	627
CDS_17925	729
CDS_17927	468
CDS_17931	513
CDS_17934	252
CDS_17941	198
CDS_17942	360
CDS_17944	879
CDS_17945	741
CDS_17946	228
CDS_17949	207
CDS_17950	207
CDS_17953	246
CDS_17957	384
CDS_17958	384
CDS_17962	678
CDS_17964	342
CDS_17965	309
CDS_17976	252
CDS_17978	219
CDS_17980	225
CDS_17985	474
CDS_17986	369
CDS_17988	216
CDS_17989	387
CDS_17992	213
CDS_17993	282
CDS_17997	273
CDS_17999	306
CDS_18000	345
CDS_18005	219
CDS_18020	372
CDS_18023	234
CDS_18025	501
CDS_18027	309
CDS_18028	222
CDS_18030	492
CDS_18034	324
CDS_18035	387
CDS_18038	255
CDS_18043	387
